meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
X228,0.34457919,0.386070669,0.261553526,0.314222127,0.309470624,0.320539653,0.315545201,0.320951074,0.45454219,0.455651253,0.447933406,0.392389625,0.446859062,0.481364459,0.470402747,0.46541366,0.464339316,0.498625964,0.535133362,0.556324244,0.583575249,0.601353049,0.558071256,0.544815421
X229,0.259287357,0.276843816,0.278490275,0.305335283,0.290903002,0.310287476,0.327355713,0.297732115,0.420298904,0.468874395,0.497020513,0.524902344,0.678302467,0.730788052,0.95930326,0.708352089,0.956316233,0.620595574,0.691848874,0.695251942,0.694114208,0.7225582,0.760798693,0.527205586
X230,0.356681615,0.376924157,0.320154876,0.37737447,0.362362474,0.345437109,0.349194646,0.371575475,0.334680468,0.33110866,0.328689039,0.334761202,0.327141583,0.320100129,0.316787094,0.325901538,0.332949072,0.39363721,0.393851489,0.396683425,0.396683425,0.393851489,0.391268611,0.368537396
X231,0.253353119,0.203892708,0.149179354,0.172712401,0.171754941,0.171754941,0.169381663,0.183945775,0.183945775,0.188654795,0.222559169,0.248437613,0.256208599,0.234153569,0.239453375,0.236084282,0.257733077,0.270010024,0.25988692,0.282968819,0.285139799,0.367664158,0.33470425,0.317285061
X232,0.428910375,0.451634049,0.392324448,0.434609413,0.429381788,0.441344827,0.451868653,0.510821879,0.511997402,0.505316496,0.505316496,0.454599917,0.438716292,0.44036296,0.456073016,0.453744024,0.453744024,0.481972694,0.491611362,0.491433024,0.511696517,0.597584963,0.585431278,0.518991232
X233,0.148210421,0.179151639,0.123086266,0.122123085,0.120922692,0.122123085,0.120922692,0.163869172,0.18315509,0.129317656,0.129317656,0.161905497,0.154213518,0.161905497,0.125223845,0.188428625,0.229501486,0.177761659,0.199254736,0.200668767,0.23463957,0.239348099,0.239348099,0.256562829
X235,0.17626676,0.169328049,0.111751251,0.173010647,0.173369899,0.169328049,0.16096884,0.186961323,0.212539941,0.21088022,0.218369707,0.197370574,0.173093542,0.169467017,0.168320343,0.173269391,0.178327501,0.170057848,0.170057848,0.175833032,0.176785275,0.178787291,0.174387082,0.17755793
X241,0.218014807,0.233601123,0.229747489,0.246790573,0.23397541,0.300759435,0.32549268,0.337216437,0.322433561,0.286689609,0.281235456,0.284837067,0.318257302,0.285201013,0.319214612,0.286649555,0.290288627,0.289227754,0.341052711,0.341104925,0.344524324,0.331549466,0.306261718,0.266194731
X242,0.230626211,0.250877947,0.222071201,0.261213243,0.254343718,0.409730583,0.402993381,0.375432491,0.313957095,0.353887051,0.323187977,0.353887051,0.329012334,0.318087667,0.31535998,0.313886911,0.32791844,0.356269032,0.367657334,0.388667226,0.352429897,0.345275134,0.320975304,0.305522501
X243,0.202423871,0.200442702,0.170876741,0.176984951,0.176061228,0.189480618,0.259530216,0.240135416,0.297647804,0.325413674,0.310637325,0.310637325,0.316911072,0.309375435,0.314403385,0.338808835,0.312619001,0.319577754,0.309061885,0.464577526,0.35745734,0.300749689,0.332522064,0.239088267
X245,0.168891162,0.20304276,0.173258692,0.180050805,0.178841144,0.180050805,0.196365952,0.252195269,0.261366665,0.258798748,0.277757049,0.269558966,0.282323033,0.246629432,0.252744734,0.244928256,0.26513949,0.276014328,0.283605456,0.316495508,0.317395568,0.311915427,0.30255568,0.29278037
X247,0.182684824,0.210861564,0.147262707,0.218749672,0.200009212,0.223532021,0.281138331,0.461764902,0.413057327,0.441239268,0.508462846,0.467874289,0.445541054,0.366519302,0.366519302,0.368514866,0.377047449,0.431814283,0.453924656,0.506657481,0.450383216,0.375646263,0.435519397,0.298347354
X248,0.156401053,0.176273286,0.132464767,0.155675098,0.167083636,0.162738115,0.181206644,0.252070367,0.316434413,0.264830142,0.192375019,0.200278848,0.182359666,0.182359666,0.189955637,0.182541728,0.185757473,0.218538389,0.269130737,0.279463172,0.295369595,0.299900472,0.289214104,0.240010053
X250,0.657126844,0.686312854,0.501670003,0.420930177,0.420487463,0.421784192,0.514938295,0.497914582,0.501643181,0.523918152,0.772576332,0.676026642,0.801900327,0.569945991,0.628783762,0.524533391,0.615183353,0.775835037,0.747287691,0.993414581,0.995622098,1.023177147,1.200330019,1.003086925
X252,0.438134789,0.484519273,0.432946116,0.442839742,0.416716486,0.356330633,0.344719261,0.344719261,0.351471305,0.400976986,0.487647474,0.51436466,0.46403864,0.475161195,0.449315965,0.449315965,0.470171601,0.462087125,0.588421464,0.624916553,0.631607771,0.595689595,0.543811142,0.517917037
X253,0.312266856,0.293714792,0.253704429,0.302639037,0.281671882,0.289247632,0.244061381,0.277769715,0.271128923,0.276675045,0.281760037,0.286283791,0.26392293,0.253518254,0.24746412,0.265536696,0.250657856,0.252964318,0.274203062,0.318086803,0.294149101,0.36384505,0.399430007,0.399430007
X254,0.300092369,0.341365188,0.312083036,0.343863815,0.356963843,0.359806359,0.348689705,0.327095866,0.332509249,0.332012326,0.321756929,0.356763989,0.359319448,0.351569235,0.345954806,0.35177052,0.387091815,0.404029846,0.403435886,0.40600276,0.40600276,0.419370353,0.405256093,0.402852893
X255,0.428424954,0.466407448,0.426614106,0.417650849,0.417968482,0.405967176,0.449484557,0.476456195,0.412833571,0.436100215,0.442374587,0.433223367,0.453582793,0.4446823,0.442374587,0.457176983,0.466328204,0.508005798,0.563795507,0.522388875,0.514374733,0.520595193,0.537846863,0.554611087
X260,0.219022766,0.215107441,0.179544702,0.20783779,0.205994427,0.2243907,0.259894818,0.242113516,0.243876398,0.230043381,0.232302263,0.242390305,0.243068159,0.242390305,0.226371884,0.233292118,0.250775784,0.264854163,0.270193875,0.272324175,0.269043148,0.267991751,0.266128212,0.250281483
X262,0.235712737,0.264089584,0.197510958,0.247638911,0.268236727,0.306200922,0.340105891,0.330508739,0.335721433,0.342489183,0.284397215,0.280795723,0.276014805,0.326842964,0.32484749,0.32484749,0.32484749,0.324873775,0.330633909,0.343637794,0.352108538,0.357747108,0.325858831,0.3301768
X263,0.422200024,0.369863242,0.278218031,0.274796247,0.220058978,0.218848959,0.219885364,0.231169894,0.266254723,0.350077063,0.384196997,0.380152196,0.311077416,0.323996186,0.342839956,0.342839956,0.342839956,0.342839956,0.40529561,0.419402361,0.492208809,0.529595196,0.529595196,0.488589644
X266,0.413714528,0.409193724,0.310979396,0.313994586,0.315537244,0.348554969,0.334826678,0.347448409,0.416265488,0.346850365,0.392248333,0.470459491,0.480160624,0.454887897,0.454743445,0.454743445,0.454743445,0.454743445,0.501537144,0.516014457,0.51954037,0.49880147,0.483197808,0.534996152
X269,0.258679003,0.272262871,0.24475041,0.263200939,0.250005156,0.247817382,0.341219902,0.360476047,0.363362223,0.383839697,0.37945801,0.35633263,0.338542372,0.303842545,0.303588569,0.292165697,0.30588907,0.34843275,0.340659857,0.360795557,0.335599571,0.324147522,0.361547023,0.313766956
X270,0.383598119,0.379952013,0.293377638,0.375069886,0.296845168,0.347709328,0.302907199,0.326570928,0.330692947,0.320975929,0.346894175,0.37563917,0.391805708,0.400597572,0.406552494,0.406003356,0.467438787,0.490603626,0.481189817,0.472184718,0.481189817,0.515561521,0.45947805,0.489515394
X271,0.393728286,0.391352743,0.312721312,0.302446723,0.286962599,0.287011087,0.280412525,0.327819496,0.359648734,0.327722102,0.30182609,0.303599596,0.314213783,0.31507355,0.326667488,0.332445204,0.326667488,0.324436963,0.357878566,0.444260567,0.466168433,0.442038119,0.44298619,0.460194945
X275,0.466765761,0.501264751,0.359143734,0.476406723,0.580442846,0.618288159,0.490570039,0.430934668,0.420965761,0.424141496,0.409416169,0.424141496,0.413304955,0.420383513,0.412230194,0.484957755,0.518134654,0.429802448,0.442882776,0.524191082,0.537583113,0.544661641,0.539663792,0.492771536
X276,0.167183697,0.155910715,0.120963715,0.144680277,0.153049156,0.146581665,0.157627493,0.166860387,0.186699271,0.179095238,0.16719152,0.159676924,0.153323829,0.164549336,0.145924106,0.155451268,0.17152071,0.159533933,0.196389049,0.19634895,0.205340803,0.197968706,0.197745293,0.201289594
X282,0.26033476,0.239952296,0.237898007,0.234411731,0.230464265,0.217005581,0.196767136,0.196767136,0.200532824,0.212241486,0.270886302,0.272158235,0.271218598,0.2678307,0.280969083,0.232938379,0.242578283,0.28869319,0.292091548,0.313670307,0.289361447,0.288089514,0.291477412,0.288089514
X283,0.302887827,0.328018367,0.221168488,0.247447595,0.24156712,0.249830976,0.26099816,0.250127286,0.235649064,0.241136849,0.231937066,0.21869503,0.209870264,0.214931801,0.218762532,0.214931801,0.218056113,0.232688397,0.282579094,0.323150069,0.347970635,0.338842779,0.385626107,0.384813935
X286,0.381617248,0.388964683,0.343481183,0.364073247,0.309805036,0.317466557,0.306639791,0.376562983,0.367667913,0.354369432,0.35039258,0.35039258,0.342950076,0.346663624,0.353627473,0.381952196,0.363166571,0.381413817,0.441072643,0.441072643,0.461828142,0.449753433,0.375204206,0.429248422
X289,0.333747417,0.385950983,0.317774326,0.327116311,0.353911668,0.248596594,0.263880879,0.412683278,0.510518551,0.47468704,0.402794331,0.402794331,0.390396774,0.359736472,0.348120183,0.326580495,0.348120183,0.406604975,0.463314235,0.447009146,0.384351552,0.344102204,0.296905279,0.314364642
X296,0.226586908,0.228860706,0.146209344,0.211860731,0.204817325,0.214389935,0.24831982,0.248687893,0.296552926,0.303873718,0.318977684,0.320919573,0.302188635,0.265529484,0.238358438,0.246001869,0.246779308,0.26789701,0.287679702,0.330394834,0.342056304,0.418528914,0.409779191,0.410255909
X297,0.135712519,0.22738491,0.22300227,0.201180786,0.175823271,0.184683204,0.184366167,0.181954861,0.190335706,0.22191976,0.243149236,0.248980269,0.250114471,0.250790447,0.247733012,0.246415898,0.240762234,0.240465641,0.259246856,0.252821743,0.27336058,0.313158959,0.312482923,0.315371603
X299,0.224471971,0.258833766,0.205286935,0.275788873,0.276345283,0.332861096,0.343973696,0.276695967,0.290078044,0.267519534,0.249633431,0.265679449,0.283433825,0.289045066,0.295714498,0.297222614,0.32777366,0.303936303,0.35481295,0.351777434,0.299482495,0.341371387,0.347234935,0.342135072
X300,0.264118671,0.288359314,0.226837069,0.278440088,0.250585228,0.269938976,0.254134834,0.321978539,0.33124423,0.340196609,0.392841935,0.386491686,0.359094203,0.303854704,0.337068468,0.321121126,0.338502169,0.447530687,0.62378186,0.634236515,0.646200001,0.500918448,0.392344117,0.309804112
X302,0.024741653,0.031599272,0.033306595,0.039028205,0.032372832,0.030855419,0.028412245,0.035606731,0.028907917,0.029095296,0.044934448,0.041700549,0.020939719,0.020939719,0.021851471,0.021851471,0.021851471,0.023731435,0.023731435,0.023446096,0.020502154,0.020502154,0.020502154,0.02024585
X303,0.374588698,0.464794815,0.298136473,0.404426306,0.399991304,0.426183462,0.366760045,0.3594082,0.383448929,0.523410022,0.598931253,0.616619766,0.835051894,0.851098537,0.862858951,0.861554801,0.868052781,0.86083287,0.936346412,0.7212466,0.806940794,0.80092901,0.767653048,0.733759224
X305,0.382697016,0.383295685,0.363488704,0.410437733,0.362235546,0.362235546,0.375216335,0.409062415,0.432687104,0.445947021,0.482120335,0.457468241,0.477608532,0.471555769,0.479620337,0.499336302,0.492176861,0.530399263,0.556243181,0.567524314,0.522156358,0.579314411,0.586514711,0.575428247
X308,0.317366004,0.458814859,0.289805621,0.247019634,0.189404741,0.175945312,0.171121463,0.182636365,0.182021126,0.179773927,0.222101852,0.278061271,0.317437291,0.319880128,0.323967189,0.27976948,0.271633327,0.246115476,0.308425516,0.310623497,0.315306395,0.406309664,0.428464174,0.411225885
X312,0.245182455,0.270973831,0.239462852,0.245667726,0.244638264,0.275647163,0.276727706,0.276140153,0.315629244,0.31166777,0.271997422,0.274287373,0.262358814,0.280630231,0.29820013,0.27197665,0.269508511,0.276093841,0.276093841,0.292914033,0.259098947,0.247515917,0.258350343,0.252278447
X313,0.136375472,0.140247107,0.165842265,0.14255698,0.178253099,0.10930942,0.13643603,0.134785786,0.127935797,0.182210505,0.213411003,0.262128711,0.27216056,0.268768638,0.315689951,0.304455131,0.199120983,0.199120983,0.201624006,0.21206826,0.210875824,0.228150383,0.228150383,0.223777667
X314,0.187759459,0.213813394,0.170909628,0.213974088,0.209945783,0.19248797,0.19248797,0.192275673,0.192115694,0.210728839,0.207846031,0.219215915,0.218084931,0.219459757,0.209752798,0.209752798,0.210370526,0.213398695,0.357697099,0.385721385,0.247082993,0.24801828,0.248456657,0.243748292
X315,0.299463212,0.299767852,0.28548488,0.341781408,0.300428331,0.331121027,0.343075663,0.313011438,0.327401966,0.335564882,0.33187598,0.338347971,0.327395856,0.324085772,0.316544831,0.327257127,0.34597832,0.358516335,0.370831043,0.375712901,0.390894741,0.394321412,0.399203271,0.388486564
X320,0.230800018,0.234337136,0.195856124,0.223198637,0.229062855,0.345262736,0.240429223,0.250507325,0.280790389,0.285542101,0.285542101,0.288241804,0.279165506,0.280311167,0.28439644,0.284040868,0.287690222,0.292048067,0.294017881,0.377602339,0.322743326,0.304809719,0.290804863,0.274685055
X323,0.212178707,0.206559524,0.175534606,0.193365172,0.189326286,0.193698436,0.238205448,0.249324471,0.254886806,0.247947842,0.236252055,0.236319885,0.228931397,0.234970152,0.233310789,0.233310789,0.242962703,0.271879792,0.282647491,0.306024671,0.298030496,0.304192305,0.280205935,0.287738442
X326,0.170913756,0.17808935,0.094651289,0.13334465,0.132986709,0.138998508,0.147533491,0.187202945,0.161690205,0.160291582,0.113039531,0.15227975,0.15227975,0.15227975,0.175448701,0.175448701,0.206983745,0.129039049,0.184030697,0.184030697,0.182491526,0.213240996,0.214312732,0.195619106
X329,0.407371998,0.391664147,0.345432937,0.376389056,0.300665051,0.293892503,0.26510936,0.264582962,0.257982641,0.2504915,0.249052525,0.314483881,0.353326648,0.346249789,0.355891854,0.367435008,0.35112825,0.355891854,0.357387215,0.403261065,0.405429006,0.405429006,0.405429006,0.420650363
X330,0.501573503,0.478168726,0.468775511,0.488432139,0.482306033,0.497786462,0.484332442,0.453670055,0.468095779,0.493480712,0.478283465,0.478283465,0.495239019,0.497900486,0.504364967,0.466450453,0.516443372,0.553507864,0.607307494,0.594797015,0.643580139,0.665911317,0.567498922,0.567578256
X331,0.327841848,0.316320449,0.217495978,0.23638621,0.228074133,0.229667172,0.231542483,0.194131136,0.196045086,0.196045086,0.230712488,0.236249998,0.230712488,0.202032745,0.196495235,0.196495235,0.23031415,0.326745182,0.406793237,0.405234754,0.399720639,0.433081031,0.49334836,0.426544309
X333,0.325217098,0.315807194,0.289524138,0.27806589,0.27483651,0.27483651,0.287559122,0.305308968,0.32350266,0.316231519,0.295531005,0.31477505,0.292873383,0.241210803,0.233758718,0.234931663,0.233758718,0.278568625,0.314007312,0.310475737,0.284734488,0.30874896,0.305525541,0.322362065
X337,0.40413323,0.431504875,0.276113003,0.268303603,0.279020876,0.274906129,0.312214196,0.417325079,0.423745662,0.41250059,0.371681005,0.371681005,0.414851248,0.414499015,0.436091602,0.452179581,0.466769606,0.428833932,0.515010655,0.557708979,0.497593015,0.462365746,0.452584386,0.414374352
X341,0.295197397,0.34951508,0.314028174,0.296940327,0.242931247,0.21517916,0.20798637,0.199601218,0.187477618,0.180662453,0.189153671,0.246007472,0.240702972,0.245243266,0.252548486,0.361445785,0.350853622,0.396404952,0.419248968,0.430608153,0.384028316,0.404077858,0.36006996,0.36006996
X347,0.230982125,0.216654062,0.179798797,0.183837608,0.177408487,0.175031677,0.15602231,0.176872239,0.174996033,0.219976902,0.26503545,0.383815318,0.303835392,0.295765996,0.229115114,0.238950521,0.235443711,0.247323871,0.27004388,0.241496503,0.26203844,0.313776016,0.313419223,0.287231743
X349,0.303324968,0.346221328,0.269964308,0.261057884,0.254888922,0.260984242,0.242195979,0.242195979,0.235801846,0.219438791,0.246637061,0.239076674,0.25751704,0.242883563,0.258882552,0.309948146,0.313592106,0.3300201,0.329594374,0.329873592,0.407827526,0.391056657,0.391482383,0.402623266
X350,0.271051586,0.272837907,0.196458846,0.265835762,0.264312357,0.266445041,0.267815173,0.269687146,0.311713636,0.305473685,0.316218555,0.305473685,0.54324317,0.30994612,0.320161521,0.343309164,0.361281067,0.366209149,0.417801559,0.608604252,0.602165937,0.417222172,0.512147427,0.435526699
X352,0.235083088,0.25937745,0.153690994,0.160523996,0.164590582,0.159551397,0.174348548,0.187126547,0.184099153,0.197677597,0.285672665,0.300533533,0.314483643,0.308699042,0.315568566,0.260183603,0.321604401,0.316996962,0.343914509,0.360684514,0.309272468,0.294268519,0.365863323,0.357224554
X353,0.177711099,0.194118634,0.15178287,0.188012913,0.192091078,0.238189608,0.241511077,0.269796818,0.277927846,0.253224283,0.227370381,0.240100279,0.224889249,0.22489731,0.218282223,0.21622394,0.216897056,0.243150279,0.269823402,0.276122272,0.257173032,0.278046548,0.263248116,0.245790616
X354,0.142118335,0.160018399,0.134515986,0.148582205,0.148582205,0.145554379,0.137623325,0.191837534,0.284290522,0.278115839,0.258045554,0.25933978,0.258045554,0.279751658,0.290203154,0.29149735,0.317663699,0.321712852,0.29119128,0.365154922,0.35032168,0.319584727,0.194354519,0.197224781
X357,0.281982541,0.302405566,0.32010439,0.310285866,0.297409564,0.34638679,0.362921625,0.377213031,0.324831903,0.315814674,0.304824203,0.309520394,0.320981801,0.334025979,0.325754434,0.329186976,0.354385346,0.36617437,0.360857427,0.351760894,0.361507654,0.361507654,0.370040774,0.37678957
X358,0.155315161,0.182610393,0.157348603,0.171003938,0.191619426,0.176199049,0.19711405,0.226057172,0.201383799,0.179313987,0.247045368,0.230015129,0.250826269,0.230015129,0.232907772,0.261685222,0.261707038,0.194758981,0.196294725,0.208235741,0.19627434,0.215646178,0.245457649,0.205006659
X363,0.198336601,0.209209666,0.178205505,0.210566506,0.203511342,0.230370775,0.242174119,0.226947919,0.237296015,0.244856223,0.280895978,0.319302768,0.385597408,0.571171701,0.543389678,0.406874001,0.420720965,0.531449854,0.412986845,0.424216449,0.343780369,0.481664121,0.472990394,0.457265645
X364,0.291934162,0.314241558,0.28363204,0.349581987,0.316536695,0.333899945,0.267486572,0.255041182,0.270883352,0.293063223,0.314129144,0.314129144,0.386887342,0.328814715,0.358855128,0.332458645,0.357512861,0.334814101,0.384108096,0.502089381,0.501577616,0.540725946,0.508882642,0.460808873
X367,0.153890237,0.170591027,0.157341093,0.172468871,0.18355161,0.155671567,0.167604014,0.16828835,0.16419287,0.167150006,0.18002294,0.1947207,0.190809816,0.195354074,0.189003035,0.184150204,0.227978125,0.198352218,0.199971616,0.252443165,0.218560785,0.220392212,0.209869131,0.201543391
X368,0.399431765,0.380809456,0.216169104,0.231016904,0.216318741,0.220885754,0.221141398,0.289713144,0.337090522,0.398473799,0.36491406,0.317847311,0.289990455,0.324208558,0.407840937,0.343923509,0.367148519,0.395102024,0.461294353,0.443463236,0.509727597,0.445468217,0.445468217,0.468634546
X371,0.339755476,0.35010162,0.307868421,0.349035501,0.346481591,0.347171098,0.353427529,0.379694998,0.388083249,0.392399579,0.410805076,0.372303188,0.344725221,0.356412292,0.352111012,0.342050046,0.382906854,0.399894238,0.433495164,0.454865426,0.422796458,0.424865395,0.410599083,0.442589402
X376,0.44131431,0.325423777,0.25122723,0.267161787,0.266079009,0.26820147,0.271466494,0.323459327,0.324714184,0.334480464,0.321056485,0.327910155,0.32160002,0.322599113,0.352945,0.331097156,0.352945,0.38218224,0.421906501,0.43002364,0.419254422,0.500621021,0.434903324,0.431269318
X377,0.131964937,0.146180376,0.137097612,0.32307598,0.15391469,0.14440009,0.217282459,0.224894673,0.227630883,0.216172338,0.220116228,0.215124667,0.218929142,0.20099692,0.204372466,0.205118299,0.203826919,0.209041208,0.202896312,0.213292763,0.213160604,0.190974638,0.186720431,0.153388157
X378,0.256940156,0.316312969,0.247969761,0.409284413,0.270741969,0.295440763,0.318570346,0.306029648,0.242261678,0.277794242,0.199377045,0.277794242,0.287662655,0.287662655,0.306687385,0.302535534,0.277794242,0.277794242,0.284634799,0.282102764,0.308183491,0.302913159,0.257025033,0.246086836
X379,0.275637299,0.305646569,0.365419507,0.254891813,0.30663833,0.353281289,0.342586786,0.340161294,0.27434662,0.287318915,0.287318915,0.28192094,0.287016183,0.278821766,0.276610017,0.252938539,0.264562905,0.258336484,0.273287088,0.401957542,0.417768985,0.544663846,0.600783885,0.820711017
X383,0.207417071,0.223076269,0.157170475,0.156344071,0.158283412,0.154079512,0.156425446,0.196666703,0.313114554,0.53201443,0.470349997,0.327104062,0.285396188,0.285839081,0.281435668,0.281435668,0.281435668,0.288119704,0.294126302,0.333840698,0.331663549,0.352946877,0.338713765,0.379375428
X386,0.362154067,0.356606126,0.322526604,0.40201357,0.40201357,0.410426259,0.471381843,0.45514375,0.366320103,0.315652043,0.359933257,0.342209816,0.355378985,0.355408341,0.355378985,0.343438298,0.363385588,0.412266314,0.435407996,0.454857498,0.424133062,0.430073977,0.424048632,0.477251798
X389,0.315809846,0.373459816,0.311418027,0.378309011,0.378309011,0.378880769,0.390479505,0.422907948,0.448126465,0.466012418,0.482298255,0.484715044,0.455576807,0.456723452,0.483670384,0.460891426,0.459002554,0.459002554,0.457159936,0.543592989,0.519061565,0.516251147,0.530924559,0.489471823
X393,0.158972472,0.179245442,0.203485832,0.196977094,0.18575418,0.226940453,0.266956031,0.370496601,0.353473037,0.309686005,0.288638771,0.3002702,0.274991214,0.292784423,0.300259739,0.309294999,0.312769294,0.318515986,0.337209374,0.310911864,0.304671854,0.313507915,0.275348127,0.275391996
X396,0.146608919,0.150185734,0.134468332,0.14723061,0.140914634,0.141559377,0.147408366,0.189803183,0.20797126,0.232891411,0.252757877,0.25635764,0.255183548,0.255993932,0.234573498,0.225661144,0.239870295,0.237672746,0.243878976,0.283073425,0.29709813,0.347575366,0.341700196,0.216365591
X397,0.501809299,0.47612837,0.428094655,0.469169945,0.469919235,0.528089046,0.549931347,0.525928319,0.579205275,0.670390189,0.631335258,0.602288902,0.59593755,0.594570875,0.609332204,0.674284577,0.646373928,0.655087054,0.680407763,0.695161521,0.655472815,0.707373679,0.710335016,0.729395807
X398,0.153385609,0.13871035,0.132575899,0.125266716,0.125806615,0.144660145,0.145200044,0.146040812,0.165034473,0.160661355,0.171148926,0.193303794,0.187349156,0.18501009,0.18788828,0.183772638,0.187318191,0.188849255,0.191622064,0.297790378,0.380432636,0.390270829,0.390270829,0.367969155
X399,0.100432649,0.131606668,0.125184879,0.106412917,0.088772081,0.08411368,0.073102526,0.077472195,0.078097597,0.126732081,0.176926792,0.177007198,0.171296388,0.168859899,0.169881314,0.171150774,0.17297323,0.161010697,0.167686194,0.167425334,0.187481672,0.241517112,0.301562518,0.158212289
X402,0.375812113,0.327372164,0.293664813,0.298929185,0.298929185,0.298929185,0.30698052,0.35122782,0.367710292,0.441636682,0.504065216,0.497842014,0.514241993,0.487665981,0.487665981,0.460782945,0.479049414,0.463635713,0.463635713,0.463055193,0.463596672,0.476591945,0.52295351,0.449437231
X403,0.196257561,0.200333118,0.108366445,0.149789572,0.130720749,0.129282624,0.126333475,0.152003318,0.126015991,0.150159344,0.198936433,0.216293126,0.219753236,0.219346449,0.199136108,0.194348514,0.196344465,0.190189242,0.265028536,0.219048202,0.21897538,0.237791896,0.315470874,0.239998356
X405,0.173523962,0.186109409,0.132932648,0.170952633,0.175766379,0.19689101,0.192419752,0.179057449,0.301823944,0.267639786,0.310352325,0.297820598,0.306827664,0.271030873,0.283096045,0.271030873,0.271030873,0.310780317,0.315407634,0.289343387,0.285078973,0.280565888,0.315841675,0.233941495
X406,0.279937744,0.314022928,0.234893307,0.235056177,0.26055184,0.234720603,0.229062483,0.240325138,0.252901018,0.272390455,0.344113529,0.317322373,0.298776567,0.307512164,0.27605623,0.27605623,0.265728444,0.319779932,0.288073659,0.291926652,0.371033967,0.433016866,0.461313605,0.44501099
X407,0.392795295,0.396906644,0.303511947,0.313824385,0.303511947,0.326869756,0.313745856,0.416699737,0.425995767,0.415927559,0.43603164,0.436752707,0.423237801,0.455734193,0.440460086,0.457875997,0.451431006,0.463086218,0.51081717,0.497871429,0.51903367,0.541743636,0.536144972,0.540462554
X408,0.31167227,0.340417385,0.385684043,0.365159571,0.370846152,0.360327065,0.472325206,0.446214974,0.370349646,0.365063369,0.437999099,0.365063369,0.377263039,0.411196083,0.396567523,0.413898617,0.439729661,0.445199013,0.476480335,0.492693156,0.457929283,0.456158668,0.421581626,0.478241771
X410,0.184766889,0.198002681,0.127415031,0.154749691,0.154749691,0.157940164,0.18442446,0.202862993,0.215714201,0.234157503,0.222718552,0.219919056,0.220710754,0.215275139,0.226945892,0.193104446,0.191810995,0.191501215,0.217255488,0.191501215,0.179688826,0.179688826,0.167769477,0.182456642
X412,0.029059045,0.029281558,0.027129205,0.031833917,0.030221691,0.030801361,0.034806412,0.036321625,0.044170484,0.044681244,0.044000112,0.044681244,0.065064266,0.064668521,0.056430854,0.064368926,0.064170592,0.075837098,0.080143541,0.080539286,0.0773068,0.090495817,0.071361177,0.042199232
X414,0.140707791,0.172738388,0.129642218,0.159083933,0.159083933,0.165825248,0.188594446,0.271398216,0.264471471,0.290448636,0.296891242,0.305811554,0.238933116,0.26463291,0.254753351,0.257854432,0.250662416,0.251806945,0.258034647,0.305311024,0.329759419,0.409626395,0.315218896,0.248620391
X419,0.13159354,0.156729877,0.124293841,0.16191259,0.15952307,0.15770407,0.167547986,0.158021972,0.148925483,0.146006018,0.152745545,0.152491391,0.155924067,0.152745545,0.155269936,0.154880911,0.143802911,0.150399894,0.18384406,0.191681862,0.187708884,0.207479805,0.207479805,0.188656896
X421,0.330735087,0.400214553,0.272180736,0.358469516,0.327826738,0.367848724,0.399875879,0.369728893,0.426553875,0.432471812,0.439433306,0.408178031,0.424088448,0.422632813,0.420060784,0.420872003,0.504897237,0.533136249,0.607410371,0.657130301,0.655956268,0.636893094,0.734047771,0.658203363
X422,0.242265671,0.279316097,0.246729374,0.27580303,0.296680063,0.270611972,0.343099803,0.382545114,0.444505572,0.469793618,0.458428472,0.429225206,0.429929823,0.47482273,0.403846115,0.395781249,0.398990095,0.399366528,0.400614262,0.423430234,0.38893047,0.396059811,0.389439166,0.399378449
X423,0.275811672,0.291193575,0.257228643,0.28393054,0.30186674,0.263879627,0.300453842,0.307742715,0.307685018,0.324297309,0.321240067,0.314901829,0.328619987,0.344604701,0.344604701,0.348322272,0.356958151,0.361329556,0.425502032,0.377731234,0.382642806,0.379585922,0.355891705,0.35047242
X426,0.198115513,0.214122653,0.261421233,0.214122653,0.268420458,0.224669352,0.261705011,0.265668035,0.267566562,0.251846164,0.248805642,0.248805642,0.209274605,0.248307139,0.253367543,0.23301889,0.23090823,0.287664443,0.288256884,0.229458213,0.256330729,0.272557765,0.301951557,0.287826777
X427,0.241966441,0.272428036,0.213126048,0.263148785,0.280649334,0.296349257,0.285405308,0.31499055,0.314647049,0.317482859,0.336815685,0.3395935,0.340845644,0.330188811,0.330076635,0.341091394,0.335208654,0.343073159,0.355201662,0.368682384,0.370337725,0.438460022,0.434125721,0.39549014
X431,0.296426982,0.318506122,0.289925188,0.309782922,0.331288964,0.348929316,0.349874377,0.318396568,0.390187323,0.385265678,0.420489937,0.488227367,0.465241909,0.441283405,0.412658066,0.525517762,0.499218166,0.467138588,0.441431493,0.512672544,0.485253096,0.464570522,0.492154628,0.444010109
