meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X148,0.246486828,0.246014312,0.172168791,0.180658713,0.180553868,0.185827881,0.345042557,0.307475656,0.306812733,0.311942309,0.311130017,0.285980403,0.303989112,0.31750083,0.321214914,0.298252493,0.296794236,0.422881544,0.466768086,0.480107009,0.483497441,0.439875931,0.373663843,0.320585608,7.219370776,7.040780838,6.999779191,6.99036581,6.988204635,6.98770846,6.987594546,6.987568393,6.987562389,6.98756101,216.9152688,216.6143786,209.626818,216.6143786,209.626818
X149,0.27663222,0.256510913,0.243170992,0.25413394,0.244971588,0.24776718,0.258585215,0.392812341,0.364709824,0.367330283,0.401489496,0.394348204,0.433075517,0.32703349,0.302548081,0.315035313,0.301311791,0.313587844,0.343335658,0.440440923,0.45430544,0.453318417,0.426106185,0.382941455,8.105010837,8.003243308,7.982082323,7.977421601,7.976138506,7.975546815,7.975096655,7.974675467,7.97426021,7.973846166,247.2725178,246.7146791,238.3775772,245.9323137,237.6204493
X155,0.420175493,0.378085643,0.31174919,0.387082547,0.285090476,0.281611919,0.233856618,0.280968636,0.439418375,0.396899074,0.186570838,0.187966347,0.136170164,0.136761799,0.195771977,0.20102042,0.20102042,0.217290863,0.250638932,0.318687379,0.385458857,0.35654074,0.377425402,0.336738944,8.038078606,7.58146679,7.42927413,7.378547003,7.361639213,7.356003701,7.354125336,7.353499261,7.353290585,7.353221031,228.9760745,227.948774,220.5955877,227.948774,220.5955877
X157,0.254855335,0.24230741,0.194596738,0.212070405,0.220432892,0.222999066,0.248363301,0.252616286,0.258479834,0.266110331,0.28113699,0.285761178,0.314784199,0.31123513,0.311136901,0.308860779,0.310563117,0.365736276,0.4034639,0.405740023,0.390548259,0.387674749,0.403080165,0.349829465,6.710482756,6.634252624,6.618959289,6.616967979,6.617880397,6.619426675,6.621111321,6.622826171,6.624547615,6.626270497,205.8624822,207.3909894,202.277763,210.6497208,205.4313739
X158,0.382768542,0.354791343,0.253875554,0.401611686,0.275807023,0.276727468,0.222786188,0.204341114,0.282480538,0.256722808,0.273643762,0.266458273,0.288424879,0.256443501,0.28629598,0.240476787,0.29790011,0.34452188,0.431588113,0.489607781,0.419386238,0.416230738,0.321151972,0.345162004,9.946294076,8.639583847,7.85127999,7.37571704,7.08882244,6.915746486,6.811334323,6.748345216,6.710345546,6.687421347,214.5317019,206.2294277,199.5768642,206.2294264,199.5768642
X160,0.238702595,0.230273813,0.1811461,0.206181839,0.189137787,0.213231519,0.205412731,0.230596572,0.313776076,0.291633576,0.233055711,0.281877249,0.231262311,0.234485894,0.238102913,0.240347236,0.236135781,0.23465094,0.236659467,0.226915628,0.249899536,0.275020808,0.273855805,0.27527827,6.234492878,6.246597732,6.247210239,6.245128837,6.242415958,6.239555057,6.236659457,6.233755723,6.230850083,6.227943996,192.5000971,189.7328266,180.9532181,184.2371575,175.6348287
X161,0.757067621,0.575526774,0.513352931,0.46983093,0.479222536,0.456011742,0.423619807,0.50599283,0.502421379,0.509881973,0.575182855,0.577608526,0.598170757,0.552200973,0.531769872,0.52916193,0.531535327,0.538440526,0.643161595,0.803898036,0.780121744,0.762654305,0.867623031,0.753262579,14.03130674,13.73309725,13.68677352,13.6838556,13.68841751,13.69426838,13.70034136,13.70645262,13.71257047,13.71868946,426.861792,432.2981252,423.9521172,443.8695836,435.1503027
X163,0.323401332,0.26385504,0.241677374,0.273867995,0.271173984,0.313742846,0.31730333,0.297490627,0.305829734,0.283517152,0.23836787,0.226924062,0.229186207,0.205889165,0.210480481,0.211833462,0.250316143,0.209263653,0.248866856,0.277190179,0.322304368,0.358383805,0.416701138,0.379477322,6.650484368,6.735992873,6.755053194,6.757599607,6.756041932,6.753464297,6.750633178,6.747739062,6.74482929,6.741915628,208.3006371,205.6559506,196.354709,200.1437813,191.0203515
X165,0.278469622,0.253451467,0.229668602,0.258353114,0.249996722,0.314402074,0.338763803,0.340751886,0.340399027,0.374457181,0.393146247,0.409114182,0.29713583,0.358480304,0.357153893,0.374869376,0.373311996,0.377574712,0.32116577,0.315391064,0.333639055,0.403319329,0.439801574,0.35197717,6.67579137,6.625737823,6.610582045,6.604279556,6.600223076,6.596736391,6.593394259,6.590088798,6.586792641,6.583498845,203.5599132,200.3113909,190.8366431,194.0843382,184.810463
X166,0.531527281,0.56864351,0.307286352,0.311296225,0.303569078,0.316778213,0.337432921,0.363354951,0.413978338,0.578357041,0.628557801,0.591537893,0.556310654,0.535939574,0.535939574,0.626187921,0.629797399,0.624522448,0.684901655,0.668894291,0.679216743,0.696714997,0.682884395,0.673731565,13.92349166,13.35500168,13.14900817,13.07356625,13.04514194,13.03365082,13.02825813,13.02506176,13.02265638,13.02053588,404.6529845,401.38551,386.6440433,397.678846,383.0569491
X172,0.169406816,0.183616042,0.183404297,0.173871741,0.189759284,0.19270736,0.200696096,0.200941533,0.205785483,0.202847198,0.233584583,0.23054032,0.226516888,0.171414196,0.171414196,0.171641916,0.180465773,0.171414196,0.171414196,0.179651603,0.191494316,0.179997176,0.19577992,0.204536498,2.96924543,2.803034267,2.75788473,2.745430869,2.74180728,2.740568523,2.73997385,2.739553127,2.739179383,2.738818328,85.14832547,84.49456837,81.44286691,83.82068992,80.79072648
X175,0.42717427,0.46923539,0.291129768,0.431973189,0.371070802,0.289767861,0.316152602,0.397452354,0.525394976,0.677877724,0.679210126,0.461032331,0.4444682,0.424803793,0.424402356,0.424402356,0.424803793,0.515762508,0.666672111,0.762380838,0.762380838,0.762380838,0.647454023,0.5367046,9.06947152,8.534266575,8.809919623,8.667946714,8.741068731,8.703407818,8.722804772,8.712814525,8.717959922,8.715309826,270.4357017,270.2025327,261.486322,270.2025327,261.486322
X176,0.204949781,0.252627343,0.107927412,0.150247663,0.190021336,0.16688706,0.180618331,0.186406299,0.33301425,0.374851316,0.401451916,0.316992432,0.315913737,0.272141665,0.277514309,0.301404923,0.395558685,0.509651363,0.494888425,0.492713243,0.48328653,0.435821503,0.309115767,0.297990829,7.448821032,7.242654886,7.139198293,7.087282559,7.061230635,7.048157473,7.041597207,7.038305188,7.036653215,7.035824235,218.9153395,218.084666,211.0496768,218.084666,211.0496768
X177,0.418674648,0.3573066,0.231142506,0.234546289,0.225778311,0.233820513,0.292814136,0.294972479,0.346894205,0.356916785,0.349371761,0.3524988,0.301391453,0.331275314,0.328403354,0.332876623,0.300722897,0.357196003,0.453702629,0.485227317,0.551352441,0.549304724,0.576005876,0.588755071,7.78080885,7.381490909,7.381490909,7.381490909,7.381490909,7.381490909,7.381490909,7.381490909,7.381490909,7.381490909,229.2255361,228.8262182,221.4447273,228.8262182,221.4447273
X178,0.44123885,0.445489287,0.282198906,0.289696336,0.29499504,0.305287629,0.367761523,0.328674197,0.340110093,0.351029068,0.33442691,0.34181574,0.628458142,0.34181574,0.349098086,0.531830192,0.377370358,0.347652346,0.357427418,0.417338997,0.571530879,0.574895322,0.685361505,0.844735086,9.963569932,9.952451075,9.953301124,9.955875678,9.958698702,9.961557526,9.964421508,9.967286233,9.970151065,9.973015913,309.7154433,312.4494766,304.9917993,317.8669086,310.2344754
X183,0.257098645,0.247854844,0.201400697,0.198391318,0.189780593,0.191642359,0.192528769,0.211558715,0.212094277,0.225270256,0.21766609,0.178481936,0.183020383,0.179437637,0.186929166,0.186929166,0.191848934,0.19297193,0.219810694,0.226876497,0.263811946,0.243736833,0.27043125,0.273408175,4.904528989,4.947354476,4.968033831,4.978019374,4.982841142,4.985169453,4.986293737,4.986836625,4.987098772,4.987225356,154.4475061,154.6076503,149.6203067,154.6076503,149.6203067
X186,0.248426706,0.281060427,0.215379745,0.242456555,0.212007686,0.166354015,0.146008015,0.156032696,0.177330226,0.345181584,0.342372358,0.314069569,0.256295472,0.240325317,0.242964864,0.232683495,0.232683495,0.308374733,0.305735201,0.273076504,0.258858114,0.310138196,0.275175273,0.228221536,6.944602646,6.907977738,6.873867125,6.842098201,6.812510209,6.784953429,6.759288418,6.735385306,6.71312314,6.692389268,205.6584147,199.5066106,192.4163127,198.754046,192.3340771
X187,0.279935837,0.293613046,0.195289403,0.238592148,0.201233551,0.204295248,0.250489235,0.250984848,0.334105849,0.328584731,0.316870362,0.320535183,0.340097994,0.33963874,0.354971796,0.345331758,0.357902199,0.355025202,0.378573865,0.375277162,0.356835246,0.359818757,0.356832951,0.357731134,7.648960902,7.675095569,7.682583582,7.687247473,7.691483636,7.695655018,7.699816589,7.703976673,7.708136533,7.712296358,239.8243942,243.8525,239.7925251,251.7187185,247.4049947
X192,0.211044103,0.229718238,0.184194118,0.195600525,0.207406133,0.228887841,0.206690997,0.199202627,0.273783505,0.297866881,0.33558768,0.284822613,0.284822613,0.274599701,0.256522566,0.244435042,0.329603195,0.274253249,0.2370051,0.2370051,0.358896971,0.456298292,0.4400253,0.318988889,6.170968981,6.112259348,6.079558372,6.059109759,6.044433084,6.032475499,6.021798844,6.01172562,6.001936664,5.992281624,184.1595638,174.8199144,160.4553372,156.7877825,143.004887
X194,0.160340503,0.169402704,0.149751395,0.16579023,0.189301327,0.169923797,0.169157445,0.221537143,0.200925171,0.242799312,0.250558943,0.248240113,0.256848752,0.247171551,0.252057284,0.246152923,0.232364357,0.259859443,0.238992229,0.216189802,0.195726767,0.245250493,0.24423562,0.229930684,5.153727721,5.182019802,5.209048018,5.234868828,5.259536169,5.283101571,5.305614257,5.327121256,5.347667493,5.367295888,168.6595682,176.794402,172.9895675,179.2384197,173.5733899
X195,0.340418488,0.37805739,0.319272816,0.293231905,0.287692189,0.292796254,0.2920672,0.334549308,0.341425925,0.329730272,0.317563057,0.486647844,0.321966708,0.353238583,0.343986601,0.350158006,0.355151445,0.401595145,0.407550871,0.407550871,0.428249717,0.477647364,0.485175788,0.475195438,8.885485189,8.51133651,8.367008125,8.311333245,8.289856581,8.281571927,8.27837611,8.277143319,8.276667768,8.276484324,257.559087,256.5674427,248.2910736,256.5674427,248.2910736
X196,0.456182599,0.498909861,0.367912978,0.489332169,0.463909745,0.490917981,0.488437146,0.515981913,0.516277373,0.522136688,0.541768551,0.571755409,0.602852106,0.570678174,0.569820464,0.569453061,0.609895766,0.644126475,0.678378463,0.677734196,0.650240958,0.655260682,0.653763413,0.655512094,12.76168637,12.90212936,12.93944313,12.95142997,12.95719692,12.96143636,12.96530066,12.96907284,12.9728224,12.9765664,402.7294371,406.5658696,396.8749462,413.6423525,403.7231554
X200,0.259663731,0.275907189,0.195658922,0.177661598,0.225788727,0.230648398,0.218067616,0.250397056,0.281324238,0.326933682,0.330412209,0.283045143,0.290840685,0.299985528,0.299985528,0.307596803,0.32467407,0.327030033,0.31698963,0.35759148,0.347019643,0.341578931,0.375096858,0.357922673,7.313455146,7.117495033,6.945537528,6.794642619,6.662230406,6.546036997,6.444075795,6.354603537,6.276090486,6.20719428,189.9558921,177.3454944,171.4122946,177.1221041,171.4084144
X201,0.226604179,0.27774778,0.248545676,0.241368756,0.250303388,0.241368756,0.269960135,0.284845024,0.310009807,0.385939211,0.40383482,0.386800766,0.4120287,0.363987952,0.310087889,0.410384953,0.441912264,0.569508255,0.652751803,0.650807858,0.683026314,0.683986664,0.535242021,0.371660203,8.498400993,8.498931848,8.499462703,8.499993558,8.500524413,8.501055268,8.501586123,8.502116978,8.502647833,8.503178687,263.6972783,264.2074299,256.1703419,265.2112766,257.1418064
X205,0.349849761,0.372742623,0.321726531,0.329820156,0.324941218,0.336907953,0.393846035,0.383496672,0.471184462,0.477252513,0.429721624,0.415560097,0.399341315,0.408523977,0.411190987,0.420975924,0.411190987,0.408469468,0.471954674,0.484183818,0.490406215,0.490406215,0.453879774,0.443113059,10.65706589,10.59225943,10.57189747,10.56637371,10.56580381,10.56688781,10.56852397,10.57034448,10.57222653,10.57412913,328.3039979,329.9919385,321.0973401,333.609231,324.5979457
X206,0.372583777,0.35248968,0.321306974,0.376121968,0.318284571,0.323970675,0.329061568,0.337446153,0.363191783,0.37709564,0.443938524,0.429277509,0.402089864,0.295233041,0.266527057,0.273101658,0.277450919,0.274971843,0.284899712,0.348478824,0.385371298,0.370823085,0.469799548,0.480419099,8.089333817,8.242481637,8.291638521,8.306945339,8.31123363,8.311935284,8.311469451,8.310623591,8.309654028,8.308644198,257.0379205,256.387697,247.1753511,254.441362,245.2918011
X211,0.22807458,0.270146906,0.259149998,0.263210267,0.272674918,0.29480961,0.305125952,0.274858326,0.316625983,0.351808697,0.386388153,0.386388153,0.317972809,0.356529862,0.362573594,0.390261531,0.409087092,0.419597596,0.404822886,0.379819036,0.367373496,0.302320421,0.260067433,0.26906538,7.891977436,7.65270973,7.552706443,7.510971191,7.493615204,7.486459465,7.483571497,7.482469157,7.482113922,7.482071275,232.6809753,232.1482067,224.8262908,232.4927943,225.1597627
X213,0.309367269,0.319662422,0.337282747,0.316002429,0.32252121,0.31112051,0.328144401,0.326050192,0.337115079,0.326213419,0.320126593,0.317305982,0.302830756,0.322196603,0.324494988,0.329737365,0.340949148,0.380870461,0.384185731,0.362499774,0.397943825,0.391070515,0.415240824,0.387463391,7.458295942,7.338581917,7.313271603,7.308901973,7.309177416,7.310483232,7.312017606,7.313602679,7.315198997,7.316797811,227.3185691,228.6553804,222.7429652,231.6800811,225.6700949
X214,0.424465388,0.437919676,0.305339068,0.413105011,0.387949437,0.391107678,0.371199131,0.448518872,0.478596598,0.459845603,0.462418467,0.461374372,0.449406058,0.464755356,0.457814157,0.470460236,0.462149769,0.482983559,0.481581241,0.469612926,0.501804531,0.576820254,0.577226996,0.539699793,10.20988752,10.44843237,10.52911991,10.55641238,10.56564403,10.56876663,10.56982284,10.5701801,10.57030095,10.57034182,327.1365149,327.6812442,317.1108815,327.6812442,317.1108815
X215,0.517101467,0.564368963,0.487692386,0.472151607,0.462323576,0.440137684,0.40764612,0.391571999,0.404615194,0.455749661,0.582300067,0.657110274,0.674160004,0.458480895,0.528024793,0.510156691,0.508262813,0.52210784,0.507581294,0.560413361,0.559769928,0.639887869,0.840810239,0.635148942,12.41284022,12.43460654,12.44275859,12.44710011,12.45037508,12.45335154,12.45624445,12.45911396,12.46197694,12.46483808,386.90557,389.6909013,379.7375197,395.0999728,384.9721051
X216,0.233629331,0.273930281,0.204199135,0.217190668,0.218729362,0.213906378,0.242645457,0.29596442,0.276906073,0.357292831,0.359857589,0.347412318,0.347283155,0.356165975,0.309277564,0.279986918,0.257545918,0.242167085,0.242167085,0.232157364,0.253466159,0.328979284,0.410351962,0.428585023,5.737599426,5.736247616,5.734895805,5.733543995,5.732192184,5.730840373,5.729488563,5.728136752,5.726784942,5.725433131,177.2369903,175.9379004,169.0255776,173.3816266,166.5517643
X217,0.179009706,0.18726714,0.169265613,0.182098195,0.186791465,0.185699418,0.186791465,0.188284487,0.190854162,0.186000884,0.223405048,0.235178202,0.240790427,0.234015912,0.234015912,0.234015912,0.290512234,0.308227658,0.286812752,0.291864038,0.323901623,0.310984641,0.317759126,0.310984641,5.08167153,5.428793497,5.535551709,5.564211422,5.567495532,5.562534652,5.554894828,5.546384567,5.537591484,5.528706509,168.948463,161.1487644,147.7801953,144.2636393,131.4397516
X218,0.234100923,0.261162609,0.265081197,0.339063704,0.333398968,0.437659234,0.426205933,0.377193958,0.308845967,0.305858642,0.305603892,0.30446592,0.284340352,0.29810074,0.29810074,0.29810074,0.302596003,0.298844218,0.38787967,0.469335884,0.465384811,0.496091574,0.601288676,0.372231632,8.135646849,8.223526554,8.24710146,8.254127097,8.256893668,8.258564139,8.259952523,8.261268309,8.262565412,8.263857706,256.2626626,257.6599572,250.5292704,260.1005349,252.8911198
X219,0.145860851,0.150094122,0.136448115,0.150305748,0.1520814,0.169041336,0.160260379,0.158635899,0.159686804,0.162623316,0.159686804,0.162623316,0.171312079,0.163282782,0.160537571,0.163196892,0.1733803,0.205839932,0.231293082,0.216820493,0.214467213,0.193389729,0.185833856,0.16593875,4.06703743,4.011802674,3.973852939,3.947913079,3.930317849,3.918520585,3.910751828,3.905782134,3.902757269,3.901083699,121.5854997,122.3256078,119.6632738,124.978499,122.2305953
X223,0.424843103,0.389017403,0.31972903,0.342067868,0.320381016,0.353019863,0.354261428,0.343601406,0.380491585,0.401812524,0.390841454,0.39141053,0.429811507,0.408637494,0.419580489,0.412058413,0.430768907,0.440500498,0.451561928,0.510297298,0.568482459,0.514164984,0.529247403,0.522432089,9.81465311,9.877306821,9.891196281,9.897368386,9.902319154,9.907076636,9.911803528,9.916525579,9.921246864,9.925968027,308.5013766,313.1201576,307.3393512,322.047835,315.9790391
X225,0.239937365,0.243244633,0.20061484,0.226430833,0.220964342,0.219430983,0.308826923,0.380024463,0.38572979,0.375062495,0.385086358,0.385086358,0.387560993,0.388252735,0.390727371,0.395782053,0.392334938,0.431781828,0.474774182,0.474774182,0.474774182,0.481493115,0.436335802,0.379362464,8.772006899,8.599683869,8.552009958,8.538820765,8.535171918,8.534162448,8.533883174,8.533805912,8.533784537,8.533778623,264.8764126,264.5470672,256.0132908,264.5470672,256.0132908
X228,0.34457919,0.386070669,0.261553526,0.314222127,0.309470624,0.320539653,0.315545201,0.320951074,0.45454219,0.455651253,0.447933406,0.392389625,0.446859062,0.481364459,0.470402747,0.46541366,0.464339316,0.498625964,0.535133362,0.556324244,0.583575249,0.601353049,0.558071256,0.544815421,10.14391838,9.931210342,9.771100496,9.650582423,9.559865918,9.491581684,9.440182694,9.401493586,9.372371475,9.350450645,291.2735439,287.7959418,278.5116974,287.7954206,278.5116974
X229,0.259287357,0.276843816,0.278490275,0.305335283,0.290903002,0.310287476,0.327355713,0.297732115,0.420298904,0.468874395,0.497020513,0.524902344,0.678302467,0.730788052,0.95930326,0.708352089,0.956316233,0.620595574,0.691848874,0.695251942,0.694114208,0.7225582,0.760798693,0.527205586,11.60632795,9.865430013,9.064503796,8.696025673,8.526501784,8.448509775,8.412628382,8.396120608,8.388525959,8.385031927,265.8152924,259.8436973,251.4616425,259.8436973,251.4616425
X230,0.356681615,0.376924157,0.320154876,0.37737447,0.362362474,0.345437109,0.349194646,0.371575475,0.334680468,0.33110866,0.328689039,0.334761202,0.327141583,0.320100129,0.316787094,0.325901538,0.332949072,0.39363721,0.393851489,0.396683425,0.396683425,0.393851489,0.391268611,0.368537396,7.991711163,8.686293353,8.872655677,8.92262389,8.935987172,8.939526561,8.940429451,8.940624768,8.940630189,8.940584647,275.8486472,277.0846568,268.0876651,276.9631845,267.9701114
X231,0.253353119,0.203892708,0.149179354,0.172712401,0.171754941,0.171754941,0.169381663,0.183945775,0.183945775,0.188654795,0.222559169,0.248437613,0.256208599,0.234153569,0.239453375,0.236084282,0.257733077,0.270010024,0.25988692,0.282968819,0.285139799,0.367664158,0.33470425,0.317285061,5.415444731,5.390409304,5.38537779,5.385028336,5.385774753,5.386777665,5.387840612,5.388917611,5.389997899,5.391078957,167.3690829,168.3636882,163.9219844,170.4084129,165.9007502
X232,0.428910375,0.451634049,0.392324448,0.434609413,0.429381788,0.441344827,0.451868653,0.510821879,0.511997402,0.505316496,0.505316496,0.454599917,0.438716292,0.44036296,0.456073016,0.453744024,0.453744024,0.481972694,0.491611362,0.491433024,0.511696517,0.597584963,0.585431278,0.518991232,11.46974814,11.42841514,11.39177029,11.35928184,11.33047835,11.30494186,11.28230182,11.2622297,11.24443424,11.2286572,347.4013275,344.3405077,333.1618774,344.2654699,333.1600864
X233,0.148210421,0.179151639,0.123086266,0.122123085,0.120922692,0.122123085,0.120922692,0.163869172,0.18315509,0.129317656,0.129317656,0.161905497,0.154213518,0.161905497,0.125223845,0.188428625,0.229501486,0.177761659,0.199254736,0.200668767,0.23463957,0.239348099,0.239348099,0.256562829,4.595183057,4.354200012,4.24888519,4.198878876,4.171420444,4.153154213,4.13863541,4.12564434,4.113276087,4.101161741,125.5643473,113.437574,98.85357131,90.85980668,77.00411903
X235,0.17626676,0.169328049,0.111751251,0.173010647,0.173369899,0.169328049,0.16096884,0.186961323,0.212539941,0.21088022,0.218369707,0.197370574,0.173093542,0.169467017,0.168320343,0.173269391,0.178327501,0.170057848,0.170057848,0.175833032,0.176785275,0.178787291,0.174387082,0.17755793,4.148320517,4.239776873,4.273705849,4.287005411,4.292907231,4.296156209,4.298453874,4.300410396,4.302244584,4.304034902,133.5359269,135.4508699,132.6971862,138.7899816,135.9285846
X241,0.218014807,0.233601123,0.229747489,0.246790573,0.23397541,0.300759435,0.32549268,0.337216437,0.322433561,0.286689609,0.281235456,0.284837067,0.318257302,0.285201013,0.319214612,0.286649555,0.290288627,0.289227754,0.341052711,0.341104925,0.344524324,0.331549466,0.306261718,0.266194731,6.821043487,6.789514642,6.780373723,6.775513027,6.771470643,6.767584707,6.763728681,6.759878374,6.756029161,6.752180156,208.643991,204.9028328,194.7712699,197.6244584,187.7276818
X242,0.230626211,0.250877947,0.222071201,0.261213243,0.254343718,0.409730583,0.402993381,0.375432491,0.313957095,0.353887051,0.323187977,0.353887051,0.329012334,0.318087667,0.31535998,0.313886911,0.32791844,0.356269032,0.367657334,0.388667226,0.352429897,0.345275134,0.320975304,0.305522501,8.831540195,8.899076934,8.919068232,8.92789627,8.934103272,8.939694876,8.94514199,8.95055518,8.955960404,8.961363758,278.7010859,283.9992708,279.7815479,294.2159281,289.6686356
X243,0.202423871,0.200442702,0.170876741,0.176984951,0.176061228,0.189480618,0.259530216,0.240135416,0.297647804,0.325413674,0.310637325,0.310637325,0.316911072,0.309375435,0.314403385,0.338808835,0.312619001,0.319577754,0.309061885,0.464577526,0.35745734,0.300749689,0.332522064,0.239088267,6.534844132,6.641422225,6.660555962,6.660134059,6.655338824,6.649565558,6.64357357,6.637532667,6.631480826,6.625426539,204.0751327,198.4431531,186.5014433,186.9931631,175.4208078
X245,0.168891162,0.20304276,0.173258692,0.180050805,0.178841144,0.180050805,0.196365952,0.252195269,0.261366665,0.258798748,0.277757049,0.269558966,0.282323033,0.246629432,0.252744734,0.244928256,0.26513949,0.276014328,0.283605456,0.316495508,0.317395568,0.311915427,0.30255568,0.29278037,6.41613372,6.423084956,6.42967831,6.435932207,6.441864123,6.447490635,6.452827468,6.457889536,6.462690983,6.46724523,200.9726112,202.6751579,196.4557813,203.0692922,196.5313422
X247,0.182684824,0.210861564,0.147262707,0.218749672,0.200009212,0.223532021,0.281138331,0.461764902,0.413057327,0.441239268,0.508462846,0.467874289,0.445541054,0.366519302,0.366519302,0.368514866,0.377047449,0.431814283,0.453924656,0.506657481,0.450383216,0.375646263,0.435519397,0.298347354,7.355164274,7.293214443,7.268385758,7.255057268,7.245291556,7.2366296,7.228309589,7.220095513,7.211914256,7.203743166,221.9099023,213.9489694,199.5750185,198.5060688,184.630276
X248,0.156401053,0.176273286,0.132464767,0.155675098,0.167083636,0.162738115,0.181206644,0.252070367,0.316434413,0.264830142,0.192375019,0.200278848,0.182359666,0.182359666,0.189955637,0.182541728,0.185757473,0.218538389,0.269130737,0.279463172,0.295369595,0.299900472,0.289214104,0.240010053,4.465674617,4.607835468,4.624828079,4.625396834,4.623810545,4.621941484,4.620035319,4.618124285,4.616212613,4.614300856,142.4968595,140.8505277,134.5576938,137.2353728,131.0591567
X250,0.657126844,0.686312854,0.501670003,0.420930177,0.420487463,0.421784192,0.514938295,0.497914582,0.501643181,0.523918152,0.772576332,0.676026642,0.801900327,0.569945991,0.628783762,0.524533391,0.615183353,0.775835037,0.747287691,0.993414581,0.995622098,1.023177147,1.200330019,1.003086925,15.73448914,14.08158015,13.18997411,12.70902728,12.44959672,12.30965564,12.23416915,12.1934505,12.1714862,12.1596383,384.310331,376.5186385,364.372876,376.5186385,364.372876
X252,0.438134789,0.484519273,0.432946116,0.442839742,0.416716486,0.356330633,0.344719261,0.344719261,0.351471305,0.400976986,0.487647474,0.51436466,0.46403864,0.475161195,0.449315965,0.449315965,0.470171601,0.462087125,0.588421464,0.624916553,0.631607771,0.595689595,0.543811142,0.517917037,12.08429674,12.06286703,12.04343039,12.02580144,12.00981207,11.99530978,11.98215628,11.97022611,11.95940551,11.94959127,369.8276219,367.5846564,355.6219586,367.4706202,355.6164566
X253,0.312266856,0.293714792,0.253704429,0.302639037,0.281671882,0.289247632,0.244061381,0.277769715,0.271128923,0.276675045,0.281760037,0.286283791,0.26392293,0.253518254,0.24746412,0.265536696,0.250657856,0.252964318,0.274203062,0.318086803,0.294149101,0.36384505,0.399430007,0.399430007,7.055408603,7.446280419,7.556699953,7.587113946,7.594704494,7.595784125,7.595006364,7.593698739,7.592239958,7.590738056,234.2624003,233.5706704,224.6461444,230.6980282,221.8661681
X254,0.300092369,0.341365188,0.312083036,0.343863815,0.356963843,0.359806359,0.348689705,0.327095866,0.332509249,0.332012326,0.321756929,0.356763989,0.359319448,0.351569235,0.345954806,0.35177052,0.387091815,0.404029846,0.403435886,0.40600276,0.40600276,0.419370353,0.405256093,0.402852893,7.747794079,7.792976087,7.792976087,7.792976087,7.792976087,7.792976087,7.792976087,7.792976087,7.792976087,7.792976087,241.5370767,241.5822587,233.7892826,241.5822587,233.7892826
X255,0.428424954,0.466407448,0.426614106,0.417650849,0.417968482,0.405967176,0.449484557,0.476456195,0.412833571,0.436100215,0.442374587,0.433223367,0.453582793,0.4446823,0.442374587,0.457176983,0.466328204,0.508005798,0.563795507,0.522388875,0.514374733,0.520595193,0.537846863,0.554611087,9.85516608,9.366383446,9.205687113,9.15294638,9.135728043,9.130198221,9.128514462,9.128096236,9.12809443,9.128229644,284.0979478,283.2062638,274.2557847,283.5890247,274.6261985
X260,0.219022766,0.215107441,0.179544702,0.20783779,0.205994427,0.2243907,0.259894818,0.242113516,0.243876398,0.230043381,0.232302263,0.242390305,0.243068159,0.242390305,0.226371884,0.233292118,0.250775784,0.264854163,0.270193875,0.272324175,0.269043148,0.267991751,0.266128212,0.250281483,6.30167754,6.158848904,6.123175736,6.113093293,6.109122392,6.106611042,6.104448259,6.102368721,6.100309063,6.098254152,188.9068965,186.6905909,178.7894339,182.8075726,175.0316743
X262,0.235712737,0.264089584,0.197510958,0.247638911,0.268236727,0.306200922,0.340105891,0.330508739,0.335721433,0.342489183,0.284397215,0.280795723,0.276014805,0.326842964,0.32484749,0.32484749,0.32484749,0.324873775,0.330633909,0.343637794,0.352108538,0.357747108,0.325858831,0.3301768,7.25551248,7.575779524,7.655016092,7.675551895,7.681791666,7.684549769,7.686459943,7.688163612,7.689816989,7.691458118,238.1829366,240.3130924,234.0590817,243.4090097,237.0551306
X263,0.422200024,0.369863242,0.278218031,0.274796247,0.220058978,0.218848959,0.219885364,0.231169894,0.266254723,0.350077063,0.384196997,0.380152196,0.311077416,0.323996186,0.342839956,0.342839956,0.342839956,0.342839956,0.40529561,0.419402361,0.492208809,0.529595196,0.529595196,0.488589644,7.113477883,6.985850382,6.963746183,6.961206647,6.96229452,6.964054936,6.965940046,6.967848274,6.96976079,6.971674099,216.6730254,218.3166698,213.0250406,221.9350808,216.5267288
