Time,temp,wind,hue,hpa
2018-03-09 17:00,6.4,3.5,63,1014.2
2018-03-09 18:00,5.2,4,62,1014.3
2018-03-09 19:00,3.7,1.5,73,1014.9
2018-03-09 20:00,2.8,0,72,1015.1
2018-03-09 21:00,2.2,1.4,75,1015.3
2018-03-09 22:00,2.2,2.2,86,1015.8
2018-03-09 23:00,1.9,2.8,89,1016.1
2018-03-10 0:00,1.6,1.2,90,1015.9
2018-03-10 1:00,1.5,2.4,90,1015.7
2018-03-10 2:00,1.1,1.5,90,1015.7
2018-03-10 3:00,1,1.2,91,1015.7
2018-03-10 4:00,1,2.4,93,1015.5
2018-03-10 5:00,0.9,1.8,94,1015.5
2018-03-10 6:00,0.5,2,94,1015.7
2018-03-10 7:00,0.5,2,91,1016
2018-03-10 8:00,1.4,2.8,89,1016.2
2018-03-10 9:00,2.8,3.3,81,1016.6
2018-03-10 10:00,2.6,4.7,83,1016.4
2018-03-10 11:00,4.1,3.7,68,1016.4
2018-03-10 12:00,5.4,4,66,1015.9
2018-03-10 13:00,5.4,4.4,67,1015.6
2018-03-10 14:00,6.1,3.7,63,1015
2018-03-10 15:00,6.7,3.7,66,1014.8
2018-03-10 16:00,5.8,4.8,69,1014.9
2018-03-10 17:00,4.9,3.9,76,1014.9
2018-03-10 18:00,4.3,3.2,81,1014.8
2018-03-10 19:00,3.9,3.3,84,1014.7
2018-03-10 20:00,4.1,2.2,83,1015.1
2018-03-10 21:00,4.2,2.7,84,1015.3
2018-03-10 22:00,4.3,3.2,85,1015.4
2018-03-10 23:00,4.2,3.5,88,1015.5
2018-03-11 0:00,4.1,2.4,90,1015.9
2018-03-11 1:00,3.6,2.9,93,1015.4
2018-03-11 2:00,3.5,1.9,95,1015.8
2018-03-11 3:00,3.5,1.7,96,1016
2018-03-11 4:00,3.5,1.2,96,1015.8
2018-03-11 5:00,3.2,2.1,97,1016.1
2018-03-11 6:00,2.9,2.4,97,1016.5
2018-03-11 7:00,2.5,2.4,97,1016.9
2018-03-11 8:00,2.7,1.5,96,1017.6
2018-03-11 9:00,3,2.8,94,1018
2018-03-11 10:00,3.6,1.7,88,1018.6
2018-03-11 11:00,5.3,2.7,78,1018.3
2018-03-11 12:00,6.9,2.2,69,1018.1
2018-03-11 13:00,7.4,2.6,64,1017.8
2018-03-11 14:00,8.6,2.8,53,1017.1
2018-03-11 15:00,8.3,3,61,1017
2018-03-11 16:00,8,2.8,59,1016.9
2018-03-11 17:00,8.3,2.6,42,1016.6
2018-03-11 18:00,7.2,1.2,62,1016.7
2018-03-11 19:00,5.4,2,64,1016.6
2018-03-11 20:00,4.3,1.6,78,1016.7
2018-03-11 21:00,3.8,1.3,82,1016.8
2018-03-11 22:00,3.1,0.5,87,1017
2018-03-11 23:00,2.9,0,88,1016.9
2018-03-12 0:00,0.9,2.4,96,1016.7
2018-03-12 1:00,0.9,0.6,98,1016.4
2018-03-12 2:00,1.2,1.6,98,1015.9
2018-03-12 3:00,0.6,2,98,1015.4
2018-03-12 4:00,1.2,2.7,98,1015.4
2018-03-12 5:00,2,1.6,98,1015.3
2018-03-12 6:00,1.9,1.1,99,1015.1
2018-03-12 7:00,2.3,0.3,98,1015.4
2018-03-12 8:00,3.1,1.3,98,1015.5
2018-03-12 9:00,4.4,1.3,84,1015.5
2018-03-12 10:00,7,2.8,54,1015.2
2018-03-12 11:00,9.6,2.4,46,1014.8
2018-03-12 12:00,11,3.6,45,1014.2
2018-03-12 13:00,12,3.2,45,1013.5
2018-03-12 14:00,11.7,2.6,42,1013.2
2018-03-12 15:00,11.9,2.9,43,1012.8
2018-03-12 16:00,10.9,3.2,45,1012.5
2018-03-12 17:00,10.2,2.8,49,1012.1
2018-03-12 18:00,9.1,2.4,54,1012.1
2018-03-12 19:00,7.7,1.6,60,1012
2018-03-12 20:00,7.3,1.8,62,1012.5
2018-03-12 21:00,6.7,2,62,1012.4
2018-03-12 22:00,7.1,2.8,66,1012.2
2018-03-12 23:00,7.3,2.2,69,1012.3
2018-03-13 0:00,7.2,2.2,72,1012
2018-03-13 1:00,6.4,1.7,74,1012
2018-03-13 2:00,7,2.7,72,1011.8
2018-03-13 3:00,7.2,2.7,72,1010.9
2018-03-13 4:00,8.3,3.4,61,1010.4
2018-03-13 5:00,8.5,2.2,58,1010.6
2018-03-13 6:00,8.6,2.7,54,1010.3
2018-03-13 7:00,8.9,1.4,51,1010.4
2018-03-13 8:00,10.1,4,50,1010.4
2018-03-13 9:00,11,3.1,49,1010.9
2018-03-13 10:00,13,4.6,46,1010.5
2018-03-13 11:00,13.1,4.5,51,1010.6
2018-03-13 12:00,13.5,3.4,52,1010.3
2018-03-13 13:00,13.4,4.4,61,1010
2018-03-13 14:00,13.7,5.2,65,1009.2
2018-03-13 15:00,14,5.2,69,1008.7
2018-03-13 16:00,13.4,5.3,77,1008.5
2018-03-13 17:00,12.4,5.3,85,1008.4
2018-03-13 18:00,12.5,5.7,89,1008.5
2018-03-13 19:00,12.2,6.3,91,1008.8
2018-03-13 20:00,12.3,6,91,1009.4
2018-03-13 21:00,12.1,6.5,93,1009.8
2018-03-13 22:00,12.1,3.1,91,1010.3
2018-03-13 23:00,12.3,2.9,89,1010.6
2018-03-14 0:00,12.4,3.2,84,1010.7
2018-03-14 1:00,12.5,3.8,78,1010.7
2018-03-14 2:00,12.7,3.6,73,1010.8
2018-03-14 3:00,12.9,3.6,73,1010.5
2018-03-14 4:00,13,3.7,72,1010.2
2018-03-14 5:00,13.1,3.1,73,1010.5
2018-03-14 6:00,13,3.4,75,1010.8
2018-03-14 7:00,13.1,2.4,78,1011.3
2018-03-14 8:00,13.3,3.2,75,1011.8
2018-03-14 9:00,14.1,3.2,70,1012
2018-03-14 10:00,15.4,3.5,63,1012.1
2018-03-14 11:00,17.1,3.5,57,1012
2018-03-14 12:00,18.3,4.1,56,1011.6
2018-03-14 13:00,18.5,3.2,58,1011.1
2018-03-14 14:00,18.8,4.4,54,1010.2
2018-03-14 15:00,18.8,3.2,54,1010
2018-03-14 16:00,18,3.4,57,1009.6
2018-03-14 17:00,18.2,1.9,58,1009.4
2018-03-14 18:00,17.1,2.3,64,1009.3
2018-03-14 19:00,15.6,2.7,67,1009.2
2018-03-14 20:00,14.8,2.2,72,1009.4
2018-03-14 21:00,14.3,2.8,80,1009.3
2018-03-14 22:00,14.8,4.1,75,1009.4
2018-03-14 23:00,15,4.5,76,1009.2
2018-03-15 0:00,15.2,4.1,75,1008.6
2018-03-15 1:00,15.3,4.6,75,1008.2
2018-03-15 2:00,15.5,4.8,76,1007.3
2018-03-15 3:00,14.9,6,84,1006.7
2018-03-15 4:00,13.9,5.4,96,1005.7
2018-03-15 5:00,13.8,5.7,97,1005.1
2018-03-15 6:00,13.7,2.6,98,1005.1
2018-03-15 7:00,13.6,1.8,98,1005.2
2018-03-15 8:00,13.3,1.6,98,1005.2
2018-03-15 9:00,12.3,3.8,98,1005.2
2018-03-15 10:00,11.9,3.6,99,1005
2018-03-15 11:00,10.3,2.9,98,1004.9
2018-03-15 12:00,10.5,2,99,1004.3
2018-03-15 13:00,9.8,2.5,99,1004
2018-03-15 14:00,9,3.5,99,1003.2
2018-03-15 15:00,8.6,1.5,99,1003.4
2018-03-15 16:00,8.3,2,99,1003.8
2018-03-15 17:00,8.3,0.9,99,1003.7
2018-03-15 18:00,8.5,1.3,99,1004.2
2018-03-15 19:00,9,1.6,99,1004.6
2018-03-15 20:00,8.2,1.8,99,1005.1
2018-03-15 21:00,8.2,5.2,99,1006.1
2018-03-15 22:00,8.4,7.6,92,1006.9
2018-03-15 23:00,7.7,5.8,80,1007.4
2018-03-16 0:00,7.5,7,84,1007.7
2018-03-16 1:00,6.3,4.9,85,1008.3
2018-03-16 2:00,6.3,4.9,82,1009.3
2018-03-16 3:00,6.4,4.6,82,1009.7
2018-03-16 4:00,6.2,3.7,80,1010.3
2018-03-16 5:00,5.5,3.2,79,1011.3
2018-03-16 6:00,4.5,4.5,75,1012.6
2018-03-16 7:00,3.9,3.9,76,1013.5
2018-03-16 8:00,5,3.7,66,1014.8
2018-03-16 9:00,5.9,4.7,55,1015.9
2018-03-16 10:00,6.8,4.6,53,1016.8
2018-03-16 11:00,7.5,5.4,49,1017
2018-03-16 12:00,8.8,3.4,43,1017.3
2018-03-16 13:00,10.2,2.6,41,1017.1
2018-03-16 14:00,10,3.5,39,1016.4
2018-03-16 15:00,10.4,3.8,36,1016
2018-03-16 16:00,10.8,3.3,35,1016.1
2018-03-16 17:00,10.4,4.3,35,1016.1
2018-03-16 18:00,9.9,3.1,36,1016.4
2018-03-16 19:00,8.8,2.7,37,1016.8
2018-03-16 20:00,8,3,40,1017.4
2018-03-16 21:00,7.3,2,46,1018.4
2018-03-16 22:00,6.5,1.4,50,1019.4
2018-03-16 23:00,6.5,3.7,49,1019.2
2018-03-17 0:00,5.9,3.9,53,1019.6
2018-03-17 1:00,5.3,4.3,54,1019.6
2018-03-17 2:00,4.4,2.6,58,1019.7
2018-03-17 3:00,4.1,3.5,59,1019.6
2018-03-17 4:00,3.3,3.7,60,1019.4
2018-03-17 5:00,2.9,3.6,61,1019.8
2018-03-17 6:00,2.7,3.2,60,1019.9
2018-03-17 7:00,2.3,3.2,64,1020.2
2018-03-17 8:00,3.7,2.6,58,1020.5
2018-03-17 9:00,5.7,3.9,49,1020.8
2018-03-17 10:00,7.4,3.3,45,1020.7
2018-03-17 11:00,8.9,2.5,43,1020.3
2018-03-17 12:00,9.6,2.8,45,1019.6
2018-03-17 13:00,9.4,2.6,44,1018.8
2018-03-17 14:00,10.2,3.2,42,1018.2
2018-03-17 15:00,11.3,2.4,38,1017.6
2018-03-17 16:00,10.4,2.9,41,1017
2018-03-17 17:00,8.9,3.2,54,1017
2018-03-17 18:00,7.7,2.9,57,1016.9
2018-03-17 19:00,6.5,2.8,59,1017.2
2018-03-17 20:00,5.9,2.6,59,1017.3
2018-03-17 21:00,5.8,1.8,58,1017.4
2018-03-17 22:00,5.7,2.3,55,1017.7
2018-03-17 23:00,5.5,2,57,1017.1
2018-03-18 0:00,5.5,1.7,59,1016.6
2018-03-18 1:00,5,1.1,64,1015.9
2018-03-18 2:00,5,1.3,79,1015.8
2018-03-18 3:00,5,1,84,1015.5
2018-03-18 4:00,4.8,1,73,1014.9
2018-03-18 5:00,4.7,1.7,82,1015
2018-03-18 6:00,4.7,2.2,81,1014.8
2018-03-18 7:00,4.7,1.5,85,1014.7
2018-03-18 8:00,5,2,81,1015.5
2018-03-18 9:00,5.7,1.1,65,1015.4
2018-03-18 10:00,6.5,1.3,64,1015.2
2018-03-18 11:00,7,1.3,62,1015
2018-03-18 12:00,8.2,0.9,62,1014.6
2018-03-18 13:00,8.7,0.8,57,1013.5
2018-03-18 14:00,8.7,2.7,55,1012.7
2018-03-18 15:00,9.6,3.1,53,1011.9
2018-03-18 16:00,8.9,3.3,64,1011.1
2018-03-18 17:00,8.3,3.3,61,1010.5
2018-03-18 18:00,8.7,3.1,60,1009.8
2018-03-18 19:00,7.8,3,72,1010
2018-03-18 20:00,7.1,3.4,77,1010.4
2018-03-18 21:00,6.7,3.4,86,1010.5
2018-03-18 22:00,6.4,4.1,83,1010.5
2018-03-18 23:00,6.2,3.9,87,1010.2
2018-03-19 0:00,6,3.4,92,1009.5
2018-03-19 1:00,5.9,2.9,93,1008.9
2018-03-19 2:00,5.7,3.8,94,1008.5
2018-03-19 3:00,5.5,4.3,94,1007.6
2018-03-19 4:00,5.5,3.5,95,1006.5
2018-03-19 5:00,5.6,3.6,96,1006.1
2018-03-19 6:00,5.6,4.3,96,1006
2018-03-19 7:00,5.7,3.5,94,1005.9
2018-03-19 8:00,6.1,3.3,93,1006
2018-03-19 9:00,6.9,3.1,91,1006.1
2018-03-19 10:00,8.7,3.6,82,1006.1
2018-03-19 11:00,9.9,6.8,73,1006.2
2018-03-19 12:00,10.7,7.6,62,1006.2
2018-03-19 13:00,10.6,8.4,61,1006
2018-03-19 14:00,9.8,8.1,69,1006.1
2018-03-19 15:00,9.8,7.5,63,1006.3
2018-03-19 16:00,9.9,6.7,63,1006.6
2018-03-19 17:00,9.1,8,59,1007.4
2018-03-19 18:00,9.1,6.8,57,1008
2018-03-19 19:00,9.1,6.4,54,1008.6
2018-03-19 20:00,9.1,5.1,52,1009.5
2018-03-19 21:00,8.9,6,49,1010.4
2018-03-19 22:00,8.5,7.8,48,1010.9
2018-03-19 23:00,7.8,8,48,1011.8
2018-03-20 0:00,7.2,7.3,45,1011.9
2018-03-20 1:00,6.5,5.4,44,1012.5
2018-03-20 2:00,6,6.1,45,1012.9
2018-03-20 3:00,5.8,6.3,47,1013.1
2018-03-20 4:00,5.4,6.8,46,1013.4
2018-03-20 5:00,5.1,6.5,46,1013.5
2018-03-20 6:00,4.8,7.2,44,1014.3
2018-03-20 7:00,4.7,7,45,1014.8
2018-03-20 8:00,5.2,7,45,1014.7
2018-03-20 9:00,6.2,7.3,42,1015.2
2018-03-20 10:00,7,6.5,40,1015.5
2018-03-20 11:00,7.5,8.5,37,1015.2
2018-03-20 12:00,8.4,7,35,1015.2
2018-03-20 13:00,7.8,7.8,38,1014.8
2018-03-20 14:00,6.8,9.3,41,1014.4
2018-03-20 15:00,6.6,8.3,43,1014.1
2018-03-20 16:00,5.9,8.3,44,1014.5
2018-03-20 17:00,5.5,7.4,46,1014.3
2018-03-20 18:00,5,8.4,46,1014.1
2018-03-20 19:00,4.3,8.6,46,1014.5
2018-03-20 20:00,3.6,7.6,48,1014.9
2018-03-20 21:00,3.2,7.2,45,1015.3
2018-03-20 22:00,2.9,7.4,40,1015.3
2018-03-20 23:00,2.7,7.3,37,1015
2018-03-21 0:00,2.4,7.6,39,1014.3
2018-03-21 1:00,2.2,6,41,1013.7
2018-03-21 2:00,2.1,6.3,41,1013.2
2018-03-21 3:00,1.8,4.2,45,1012.6
2018-03-21 4:00,1.7,4.3,44,1012.2
2018-03-21 5:00,1.7,4.3,42,1011.9
2018-03-21 6:00,1.6,5.6,43,1011.7
2018-03-21 7:00,1.6,5,43,1011.5
2018-03-21 8:00,1.9,5.9,43,1011
2018-03-21 9:00,2.6,3.5,42,1011
2018-03-21 10:00,3.3,5.2,41,1010.7
2018-03-21 11:00,4.5,4.3,40,1010.2
2018-03-21 12:00,4.9,4.4,42,1009.4
2018-03-21 13:00,5.4,4.4,41,1008.7
2018-03-21 14:00,4.7,5.7,57,1008
2018-03-21 15:00,2.2,6.6,88,1008
2018-03-21 16:00,2,4.9,92,1007.9
2018-03-21 17:00,1.8,5.3,94,1007.8
2018-03-21 18:00,1.3,4.4,96,1007.7
2018-03-21 19:00,1.3,5.9,96,1007.4
2018-03-21 20:00,1.9,4.1,84,1007.5
2018-03-21 21:00,1.2,5.3,93,1008.1
2018-03-21 22:00,1.2,1.8,94,1008
2018-03-21 23:00,1.4,1.3,95,1007.9
2018-03-22 0:00,1.7,2.5,92,1007.7
2018-03-22 1:00,1.7,1.2,91,1007.4
2018-03-22 2:00,1.8,2.1,93,1006.9
2018-03-22 3:00,1.9,3.7,90,1006.5
2018-03-22 4:00,2.1,3,87,1006.2
2018-03-22 5:00,1.9,2.1,88,1005.9
2018-03-22 6:00,1.6,2.3,83,1006
2018-03-22 7:00,1.4,3.3,82,1005.9
2018-03-22 8:00,2.1,2.9,69,1006.2
2018-03-22 9:00,3.2,2,55,1006.5
2018-03-22 10:00,4.8,1.5,49,1006.7
2018-03-22 11:00,6.2,2.2,53,1006.7
2018-03-22 12:00,7,3.2,50,1006.4
2018-03-22 13:00,7.3,3.7,50,1006
2018-03-22 14:00,7.1,4.6,49,1005.7
2018-03-22 15:00,7.3,4.6,46,1005.7
2018-03-22 16:00,7.4,4.1,56,1005.7
2018-03-22 17:00,6.7,5,55,1005.9
2018-03-22 18:00,5.5,4,71,1006.3
2018-03-22 19:00,4.4,3.1,81,1006.6
2018-03-22 20:00,3.8,3.8,83,1007.2
2018-03-22 21:00,3.5,3.6,86,1007.8
2018-03-22 22:00,3.3,3.1,84,1008.2
2018-03-22 23:00,3.2,2.1,86,1008.6
2018-03-23 0:00,3.1,2.5,86,1008.6
2018-03-23 1:00,2.9,2.9,89,1008.6
2018-03-23 2:00,2.7,2.3,91,1008.8
2018-03-23 3:00,2.5,1.6,92,1008.8
2018-03-23 4:00,2.3,0.5,92,1009
2018-03-23 5:00,2.3,2,93,1009.4
2018-03-23 6:00,2.1,1.7,91,1009.7
2018-03-23 7:00,2.2,2.1,90,1010.4
2018-03-23 8:00,2.6,1.8,85,1011.1
2018-03-23 9:00,3.5,2.5,78,1011.7
2018-03-23 10:00,5.3,2,73,1012.1
2018-03-23 11:00,6.3,2.8,69,1012.1
2018-03-23 12:00,7.3,2.5,63,1012.1
2018-03-23 13:00,7.4,2.6,66,1011.8
2018-03-23 14:00,8.3,3,48,1011.3
2018-03-23 15:00,8.9,3,40,1011
2018-03-23 16:00,8,4.1,42,1010.7
2018-03-23 17:00,7.7,3.1,61,1010.9
2018-03-23 18:00,6.9,2.8,60,1011.1
2018-03-23 19:00,6.2,2.4,71,1011.5
2018-03-23 20:00,4.8,2.6,79,1012
2018-03-23 21:00,4.4,0.6,78,1012.5
2018-03-23 22:00,4.1,1.6,75,1012.8
2018-03-23 23:00,4.2,0.8,73,1013.1
2018-03-24 0:00,4.2,0.6,75,1013.5
2018-03-24 1:00,4.2,1.7,81,1013.6
2018-03-24 2:00,4.3,1.9,79,1013.5
2018-03-24 3:00,4.6,2.3,65,1013.1
2018-03-24 4:00,4.6,2.2,73,1012.8
2018-03-24 5:00,4.3,2,78,1012.9
2018-03-24 6:00,4,1.7,74,1013.1
2018-03-24 7:00,4,2.5,75,1013.6
2018-03-24 8:00,4.6,2.5,73,1014.3
2018-03-24 9:00,6,2.7,57,1014.3
2018-03-24 10:00,7,3.1,59,1014.4
2018-03-24 11:00,7.5,2.5,66,1014.5
2018-03-24 12:00,7.9,2.6,71,1014.4
2018-03-24 13:00,8,2.2,75,1014.2
2018-03-24 14:00,8.2,2,81,1013.8
2018-03-24 15:00,7.1,3.1,87,1013.4
2018-03-24 16:00,6.2,3.8,95,1013.1
2018-03-24 17:00,6.2,3.5,96,1013
2018-03-24 18:00,5.7,2.8,97,1013.2
2018-03-24 19:00,5.6,2.2,97,1013.6
2018-03-24 20:00,5.5,1.9,98,1014
2018-03-24 21:00,5.3,1.8,98,1014.5
2018-03-24 22:00,5.1,1.7,97,1015
2018-03-24 23:00,4.8,1.4,98,1015.2
2018-03-25 0:00,4.5,1.9,98,1015.7
2018-03-25 1:00,4.2,1.6,98,1016
2018-03-25 2:00,4.1,1.1,98,1015.8
2018-03-25 3:00,4,1.5,98,1015.8
2018-03-25 4:00,3.6,1.5,98,1015.6
2018-03-25 5:00,3.4,1.9,98,1015.9
2018-03-25 6:00,3.5,2,98,1016.5
2018-03-25 7:00,3.5,1.8,97,1016.8
2018-03-25 8:00,3.9,2,96,1017.2
2018-03-25 9:00,5.3,2.5,83,1017.7
2018-03-25 10:00,7.2,1.5,73,1017.8
2018-03-25 11:00,7.6,3.3,76,1017.5
2018-03-25 12:00,7.8,3.7,76,1017.6
2018-03-25 13:00,8.3,4.1,73,1017
2018-03-25 14:00,9,3.2,72,1016.8
2018-03-25 15:00,8.9,3.5,74,1016
2018-03-25 16:00,8.8,2.9,76,1015.6
2018-03-25 17:00,8.8,2.1,80,1015.2
2018-03-25 18:00,7,3.3,90,1015.1
2018-03-25 19:00,5.5,1.9,96,1015.4
2018-03-25 20:00,5.1,1.1,97,1015.2
2018-03-25 21:00,4.5,1.7,98,1015.7
2018-03-25 22:00,4.5,0.7,99,1015.7
2018-03-25 23:00,4.4,0.6,99,1015.7
2018-03-26 0:00,4.3,0,99,1015.6
2018-03-26 1:00,4.2,0.5,99,1015.5
2018-03-26 2:00,4.1,1.6,99,1015.2
2018-03-26 3:00,4.1,1.4,99,1015
2018-03-26 4:00,4,1.1,99,1014.5
2018-03-26 5:00,4.1,1.3,99,1014.6
2018-03-26 6:00,4.6,1,98,1014.8
2018-03-26 7:00,4.4,2.7,99,1015
2018-03-26 8:00,4.8,1.1,99,1015.2
2018-03-26 9:00,5.7,1.4,99,1015.3
2018-03-26 10:00,7.3,1.6,99,1015.4
2018-03-26 11:00,8.1,2.3,95,1015.2
2018-03-26 12:00,10.2,2.3,81,1014.9
2018-03-26 13:00,10.4,2.5,76,1014.3
2018-03-26 14:00,11.5,2.1,69,1013.5
2018-03-26 15:00,12.6,2.1,63,1012.8
2018-03-26 16:00,13.2,2.9,58,1012
2018-03-26 17:00,13,1.9,61,1011.6
2018-03-26 18:00,11,1.8,72,1011.2
2018-03-26 19:00,8.4,1.4,86,1011.3
2018-03-26 20:00,7.2,1.4,90,1011.5
2018-03-26 21:00,6.8,0.4,90,1011.7
2018-03-26 22:00,6.6,1,91,1012
2018-03-26 23:00,6.3,0.4,94,1011.9
2018-03-27 0:00,6.7,0,92,1011.8
2018-03-27 1:00,6.2,2.3,94,1011.6
2018-03-27 2:00,6.6,2.1,90,1011.4
2018-03-27 3:00,7,1.4,88,1011
2018-03-27 4:00,6.7,2.7,89,1010.5
2018-03-27 5:00,7,2.3,90,1010.4
2018-03-27 6:00,7,1.8,87,1010.5
2018-03-27 7:00,7.2,2.3,85,1010.4
2018-03-27 8:00,8.8,3.2,75,1010.4
2018-03-27 9:00,10.8,3.8,63,1010.5
2018-03-27 10:00,12.5,4.4,57,1010.7
2018-03-27 11:00,14.1,3.3,58,1010.6
2018-03-27 12:00,15.3,3.5,59,1010.2
2018-03-27 13:00,16,3.6,54,1009.1
2018-03-27 14:00,15.8,3.2,57,1008.4
2018-03-27 15:00,14.3,3.4,63,1008
2018-03-27 16:00,13.3,3.1,69,1007.7
2018-03-27 17:00,11.9,4.5,78,1007.6
2018-03-27 18:00,11.5,2.4,80,1007.7
2018-03-27 19:00,10.8,2.4,84,1007.8
2018-03-27 20:00,10.9,4.1,85,1008
2018-03-27 21:00,10.9,4.1,86,1008.2
2018-03-27 22:00,11.3,3.1,85,1008.2
2018-03-27 23:00,11,2.8,86,1008.3
2018-03-28 0:00,10.7,3.7,87,1008.2
2018-03-28 1:00,10.4,2.8,88,1008.2
2018-03-28 2:00,10.2,3.7,90,1008.1
2018-03-28 3:00,10,4.1,91,1007.8
2018-03-28 4:00,9.9,3.8,90,1007.8
2018-03-28 5:00,9.8,4.5,88,1007.6
2018-03-28 6:00,9.9,4.2,89,1007.9
2018-03-28 7:00,10.1,4.5,89,1008.1
2018-03-28 8:00,10.8,4,85,1008.7
2018-03-28 9:00,12.1,2.9,76,1009.1
2018-03-28 10:00,13.5,3.2,69,1009.4
2018-03-28 11:00,14.3,5.3,67,1009
2018-03-28 12:00,14.9,3.8,66,1009.1
2018-03-28 13:00,15.9,4.1,62,1008.4
2018-03-28 14:00,16.4,2.9,60,1007.8
2018-03-28 15:00,15.3,3.6,65,1007.6
2018-03-28 16:00,14.6,3.6,68,1007.6
2018-03-28 17:00,14.2,2.2,68,1007.5
2018-03-28 18:00,13.9,0.9,72,1007.8
2018-03-28 19:00,13.2,1.5,75,1008.1
2018-03-28 20:00,12.3,1.3,82,1008.7
2018-03-28 21:00,12.4,2.8,85,1009
2018-03-28 22:00,12,2.7,89,1009.2
2018-03-28 23:00,11.8,2.3,91,1009.6
2018-03-29 0:00,11.8,3.3,93,1009.8
2018-03-29 1:00,12.2,1.5,94,1009.9
2018-03-29 2:00,12.3,2,94,1009.6
2018-03-29 3:00,12.3,1.8,95,1009.5
2018-03-29 4:00,12.4,0.4,94,1009.8
2018-03-29 5:00,12.5,1,94,1009.9
2018-03-29 6:00,12.3,2.8,93,1010.4
2018-03-29 7:00,12.4,1.8,92,1010.9
2018-03-29 8:00,12.3,1.6,92,1012
2018-03-29 9:00,12.5,3.6,93,1012.9
2018-03-29 10:00,13.3,1.1,87,1013.1
2018-03-29 11:00,14.7,1.7,77,1013
2018-03-29 12:00,15.8,2.8,67,1012.7
2018-03-29 13:00,16.6,2.4,64,1012.3
2018-03-29 14:00,17.2,3.2,69,1011.5
2018-03-29 15:00,16.8,3.7,66,1011.2
2018-03-29 16:00,17,3.3,64,1010.7
2018-03-29 17:00,16.8,2.5,65,1010.6
2018-03-29 18:00,15.7,1.9,70,1010.8
2018-03-29 19:00,13.3,3.2,81,1011.4
2018-03-29 20:00,11.7,2.6,88,1012.2
2018-03-29 21:00,11.4,2.2,84,1012.9
2018-03-29 22:00,11.1,0.1,81,1012.9
2018-03-29 23:00,10.8,0.9,82,1012.7
2018-03-30 0:00,10.2,1.3,85,1013.1
2018-03-30 1:00,9.9,3.3,78,1013.1
2018-03-30 2:00,9.6,3.6,75,1013.2
2018-03-30 3:00,9.6,2.3,69,1013.3
2018-03-30 4:00,8.8,1.7,85,1013.6
2018-03-30 5:00,8.7,0,82,1013.9
2018-03-30 6:00,9.1,0,82,1014.5
2018-03-30 7:00,9.6,0,80,1014.8
2018-03-30 8:00,11.3,1.9,68,1015.5
2018-03-30 9:00,13.8,3,45,1016.2
2018-03-30 10:00,15.8,3.6,36,1016.5
2018-03-30 11:00,16.8,3.5,34,1016.4
2018-03-30 12:00,17.8,2.5,39,1016
2018-03-30 13:00,17.9,4,48,1015.7
2018-03-30 14:00,17.4,3.2,42,1015.1
2018-03-30 15:00,17.1,3.1,52,1014.6
2018-03-30 16:00,14.7,3.8,68,1014.2
2018-03-30 17:00,14.1,3.4,72,1014
2018-03-30 18:00,12.7,2.6,77,1013.8
2018-03-30 19:00,11.5,2.4,83,1014.1
2018-03-30 20:00,10.2,1.7,79,1014.5
2018-03-30 21:00,9.8,1.8,82,1015.2
2018-03-30 22:00,9.6,1.5,74,1015.1
2018-03-30 23:00,9.8,1.8,76,1015.1
2018-03-31 0:00,9.3,0.3,75,1015.1
2018-03-31 1:00,9.4,1.1,73,1014.9
2018-03-31 2:00,8.9,1.8,81,1014.6
2018-03-31 3:00,8.2,2.4,93,1014.2
2018-03-31 4:00,8.6,1,89,1013.9
2018-03-31 5:00,8.8,2.1,87,1013.5
2018-03-31 6:00,9.4,2.1,84,1013.4
2018-03-31 7:00,9.4,2,83,1013.4
2018-03-31 8:00,10.7,2.6,73,1013.4
2018-03-31 9:00,12.7,1.6,61,1013.4
2018-03-31 10:00,14.6,1.4,51,1013.4
2018-03-31 11:00,16.2,2.2,50,1013.2
2018-03-31 12:00,16.2,3.2,49,1013
2018-03-31 13:00,16.3,3.6,47,1012.5
2018-03-31 14:00,17,3,44,1011.8
2018-03-31 15:00,15.9,3.4,47,1011.3
2018-03-31 16:00,15.1,3.4,46,1010.7
2018-03-31 17:00,14.8,2.9,46,1010
2018-03-31 18:00,13.4,1.8,51,1010.2
2018-03-31 19:00,12.3,1.3,54,1010.1
2018-03-31 20:00,11.2,2.1,60,1010.3
2018-03-31 21:00,10.6,2.7,64,1010.4
2018-03-31 22:00,10.7,1.9,69,1010.3
2018-03-31 23:00,10.7,1.9,73,1010.1
2018-04-01 0:00,10.8,2.1,73,1009.9
2018-04-01 1:00,11.4,1.4,73,1009.6
2018-04-01 2:00,11.5,1.4,68,1009.5
2018-04-01 3:00,11.9,1.3,65,1009.2
2018-04-01 4:00,12.1,1.4,64,1009.2
2018-04-01 5:00,11.9,0.9,74,1008.9
2018-04-01 6:00,11.2,0.7,76,1009.2
2018-04-01 7:00,11.8,0.5,86,1009.4
2018-04-01 8:00,12.3,5,83,1008.8
2018-04-01 9:00,13.3,3.2,69,1008.9
2018-04-01 10:00,14.8,3.9,61,1009.1
2018-04-01 11:00,16.4,3.8,54,1008.8
2018-04-01 12:00,16.5,4.4,64,1008.1
2018-04-01 13:00,15.5,4.2,80,1008.1
2018-04-01 14:00,15.3,1.3,80,1008
2018-04-01 15:00,15.4,2.8,79,1007.2
